clip_id,label,label_id,source,split
643,noise,2,4-197103-A-6.wav,train
644,child,0,and he's jumping out of the window.wav,val
645,noise,2,1-54065-A-45.wav,train
646,child,0,then the deer have seen him then they came with him .wav,train
647,noise,2,5-198891-B-8.wav,train
648,child,0,nao.wav,train
649,child,0,eight.wav,val
650,adult,1,3853-163249-0044.flac,train
651,noise,2,5-198411-E-20.wav,val
652,noise,2,3-118059-A-18.wav,val
653,child,0,and then the little boy woke up and then looked in the jar .wav,train
654,child,0,and the frog has escaped .wav,train
655,noise,2,2-92627-A-27.wav,train
656,noise,2,4-132839-A-33.wav,test
657,adult,1,3081-166546-0014.flac,val
658,noise,2,1-7057-A-12.wav,train
659,child,0,and he the frog was gone.wav,train
660,noise,2,5-180156-B-43.wav,test
661,adult,1,8842-304647-0007.flac,test
662,adult,1,6295-64301-0021.flac,train
663,adult,1,5338-284437-0005.flac,test
664,adult,1,3536-23268-0013.flac,train
665,child,0,the_dog_is_on_top_of_the_shed.wav,train
666,child,0,the boy is asleep .wav,train
667,noise,2,4-165933-A-45.wav,train
668,adult,1,1272-128104-0001.flac,train
669,noise,2,1-30043-A-26.wav,train
670,noise,2,5-117122-A-42.wav,test
671,child,0,the dog fell out of the window.wav,train
672,adult,1,2412-153947-0003.flac,test
673,adult,1,6313-76958-0019.flac,train
674,noise,2,5-251971-A-47.wav,train
675,adult,1,3000-15664-0032.flac,train
676,noise,2,2-122104-A-0.wav,train
677,adult,1,777-126732-0030.flac,train
678,adult,1,777-126732-0001.flac,train
679,adult,1,5338-284437-0019.flac,train
680,noise,2,3-166125-A-23.wav,train
681,child,0,the_horse_is_next_to_the_stable.wav,test
682,adult,1,422-122949-0024.flac,train
683,adult,1,3752-4944-0046.flac,val
684,adult,1,6295-244435-0017.flac,val
685,adult,1,2803-161169-0011.flac,train
686,child,0,the_horse_is_next_to_the_stable.wav,train
687,adult,1,8842-302196-0000.flac,train
688,child,0,nao.wav,train
689,noise,2,2-166644-C-2.wav,test
690,noise,2,4-102871-A-42.wav,train
691,adult,1,2428-83699-0041.flac,train
692,adult,1,5536-43363-0004.flac,test
693,adult,1,7850-281318-0001.flac,train
694,child,0,the owl came out of the tree .wav,train
695,child,0,ten.wav,train
696,adult,1,6313-76958-0020.flac,train
697,noise,2,5-184323-A-42.wav,train
698,adult,1,2803-154320-0009.flac,train
699,child,0,then he goes there behind a rock .wav,train
700,child,0,but one frog didn't came up .wav,train
701,noise,2,1-115920-A-22.wav,val
702,noise,2,2-32515-C-4.wav,train
703,adult,1,251-118436-0019.flac,train
704,child,0,the boy was in the water.wav,train
705,noise,2,3-203374-A-39.wav,val
706,adult,1,6319-275224-0018.flac,train
707,noise,2,5-259514-A-26.wav,train
708,adult,1,1462-170145-0004.flac,train
709,noise,2,5-171653-A-41.wav,train
710,noise,2,2-262579-A-45.wav,train
711,adult,1,2902-9006-0015.flac,train
712,child,0,the little boy said shhhhh .wav,test
713,child,0,then he's carrying it away and the dog running away from the deer .wav,train
714,child,0,and they was quiet because they was looking for the frog .wav,train
715,child,0,the_dog_is_on_top_of_the_shed.wav,train
716,adult,1,5536-43359-0003.flac,val
717,adult,1,3576-138058-0013.flac,test
718,noise,2,4-152958-A-18.wav,test
719,noise,2,4-149294-A-41.wav,train
720,child,0,then the boy fell over and all of the bees was flying .wav,train
721,child,0,port.wav,test
722,adult,1,7976-110523-0000.flac,train
723,child,0,the dog is looking in a beehive.wav,val
724,noise,2,2-119102-A-21.wav,train
725,adult,1,1919-142785-0029.flac,train
726,child,0,and a rat came popped out of the hole .wav,train
727,adult,1,422-122949-0026.flac,val
728,noise,2,5-208810-B-11.wav,train
729,noise,2,2-78381-A-46.wav,train
730,adult,1,2086-149220-0046.flac,train
731,adult,1,2412-153954-0020.flac,train
732,noise,2,1-103999-A-30.wav,train
733,child,0,and they might be calling for the frog as well .wav,test
734,adult,1,7976-110124-0001.flac,test
735,adult,1,1462-170142-0009.flac,train
736,noise,2,5-218196-A-27.wav,train
737,noise,2,5-172639-A-5.wav,train
738,adult,1,5536-43363-0000.flac,test
739,adult,1,3536-23268-0025.flac,val
740,adult,1,3853-163249-0004.flac,train
741,adult,1,6313-66125-0007.flac,train
742,noise,2,3-144259-A-29.wav,train
743,noise,2,3-123086-A-28.wav,test
744,child,0,and the and the frog is happy .wav,train
745,adult,1,2412-153954-0008.flac,train
746,noise,2,3-152594-A-30.wav,train
747,child,0,the_horse_is_behind_the_car.wav,train
748,noise,2,1-30344-A-0.wav,train
749,noise,2,2-110614-A-8.wav,train
750,child,0,seven.wav,train
751,child,0,the_dog_is_in_front_of_the_horse.wav,train
752,adult,1,1272-135031-0011.flac,train
753,adult,1,5694-64025-0022.flac,train
754,child,0,the_dog_is_on_top_of_the_shed.wav,train
755,noise,2,3-103599-A-25.wav,train
756,noise,2,3-143562-A-47.wav,train
757,adult,1,2803-154328-0006.flac,train
758,child,0,a frog is in the I don't know what the frog is in .wav,train
759,child,0,the girl wakes up in the morning.wav,train
760,noise,2,2-91912-B-33.wav,train
761,noise,2,4-80761-A-42.wav,train
762,adult,1,6241-61943-0005.flac,train
763,noise,2,4-189832-A-22.wav,train
764,adult,1,1919-142785-0003.flac,train
765,adult,1,777-126732-0007.flac,train
766,child,0,and they was looking everywhere .wav,test
767,child,0,the_dog_is_on_top_of_the_shed.wav,test
768,child,0,the_horse_is_behind_the_car.wav,train
769,child,0,the dog was running away from the bees .wav,train
770,adult,1,3536-8226-0006.flac,val
771,noise,2,5-242491-A-14.wav,train
772,noise,2,5-213293-A-23.wav,val
773,child,0,and then they saw little baby frogs .wav,train
774,noise,2,2-120586-A-6.wav,train
775,noise,2,1-46938-B-7.wav,val
776,adult,1,1272-128104-0007.flac,train
777,adult,1,7850-111771-0004.flac,train
778,noise,2,5-234247-A-37.wav,train
779,noise,2,5-260432-A-39.wav,train
780,child,0,and the dog runs away from the bees .wav,train
781,child,0,the_horse_is_next_to_the_stable.wav,val
782,adult,1,7976-105575-0001.flac,train
783,noise,2,3-152007-E-20.wav,train
784,noise,2,5-194930-B-1.wav,train
785,child,0,and then all of them came out.wav,val
786,noise,2,1-50454-A-44.wav,train
787,adult,1,1993-147149-0006.flac,train
788,child,0,the dog made the hive fall down.wav,train
789,noise,2,1-110537-A-22.wav,train
790,noise,2,2-104475-A-37.wav,train
791,child,0,the_horse_is_next_to_the_stable.wav,train
792,child,0,cause he thinks the frog might be in there .wav,val
793,noise,2,3-188390-A-6.wav,train
794,adult,1,6345-93306-0002.flac,train
795,noise,2,5-253101-B-49.wav,train
796,adult,1,3853-163249-0054.flac,train
797,child,0,a frog and a dog and a kid.wav,train
798,child,0,the dog is looking in the jar .wav,val
799,child,0,a frog and there is no frog in the bottle now.wav,test
800,noise,2,5-235507-A-44.wav,val
801,noise,2,1-47273-A-21.wav,train
802,noise,2,5-249748-A-28.wav,train
803,child,0,port.wav,train
804,noise,2,2-104105-A-19.wav,val
805,adult,1,6345-93302-0021.flac,train
806,noise,2,1-45645-A-31.wav,train
807,noise,2,5-177779-A-33.wav,train
808,noise,2,5-194932-A-7.wav,train
809,child,0,squirrel is coming out the hole .wav,train
810,child,0,the_dog_is_on_top_of_the_shed.wav,train
811,child,0,and over here when the girl woke up .wav,train
812,child,0,the dog and the kid is looking at the the the frog.wav,train
813,child,0,studio.wav,test
814,adult,1,5536-43358-0003.flac,test
815,noise,2,1-58923-B-27.wav,train
816,adult,1,6241-61943-0002.flac,train
817,noise,2,5-213836-A-9.wav,train
818,child,0,when the boy and the dog are going to the bed the frog gets out of the jar .wav,train
819,child,0,the_horse_is_behind_the_car.wav,train
820,noise,2,2-173607-A-39.wav,val
821,adult,1,6313-66129-0021.flac,train
822,child,0,the_fish_is_in_the_pond.wav,test
823,child,0,and they went back home .wav,train
824,child,0,the_dog_is_in_front_of_the_horse.wav,val
825,child,0,the_dog_is_in_front_of_the_horse.wav,test
826,adult,1,84-121550-0026.flac,test
827,noise,2,5-241846-A-15.wav,train
828,child,0,the owl comed out of his nest.wav,train
829,noise,2,2-110011-A-5.wav,test
830,child,0,the_horse_is_behind_the_car.wav,train
831,noise,2,5-263902-A-36.wav,val
832,adult,1,2035-152373-0008.flac,train
833,noise,2,5-251957-A-47.wav,test
834,noise,2,5-215449-A-47.wav,test
835,child,0,and then they look everywhere in the hole and in the .wav,test
836,noise,2,2-109371-A-16.wav,train
837,adult,1,8297-275155-0025.flac,train
838,noise,2,2-106015-B-44.wav,test
839,adult,1,5694-64029-0032.flac,train
840,noise,2,3-112397-A-9.wav,train
841,noise,2,5-127990-A-2.wav,val
842,child,0,and the dog was shouting to the house.wav,train
843,noise,2,5-209698-A-38.wav,train
844,noise,2,4-186936-A-44.wav,test
845,noise,2,4-175855-A-43.wav,train
846,adult,1,777-126732-0063.flac,train
847,child,0,the_dog_is_in_front_of_the_horse.wav,train
848,child,0,and he puts a a pot on top of his head.wav,train
849,child,0,the_dog_is_in_front_of_the_horse.wav,train
850,child,0,the_fish_is_in_the_pond.wav,train
851,child,0,and he's looking for the frog .wav,train
852,noise,2,4-204777-C-39.wav,val
853,adult,1,5536-43358-0019.flac,test
854,child,0,and then they said frog again they looking in the hole .wav,train
855,child,0,port.wav,val
856,child,0,and the dog is down below.wav,train
857,adult,1,2428-83699-0001.flac,test
858,child,0,the boy was calling where are you frog .wav,train
859,adult,1,2086-149220-0007.flac,test
860,child,0,and the dog was running away .wav,val
861,noise,2,1-17970-A-4.wav,val
862,adult,1,1462-170138-0008.flac,train
863,noise,2,1-59324-A-21.wav,test
864,adult,1,1272-135031-0009.flac,test
865,adult,1,251-137823-0003.flac,train
866,noise,2,2-108761-A-14.wav,train
867,adult,1,777-126732-0062.flac,train
868,adult,1,2412-153954-0024.flac,val
869,adult,1,84-121550-0033.flac,train
870,child,0,the_fish_is_in_the_pond.wav,val
871,noise,2,2-160888-A-47.wav,train
872,child,0,the_horse_is_behind_the_car.wav,train
873,adult,1,6345-64257-0017.flac,train
874,child,0,the dog is looking in the jar and the kid is watching .wav,train
875,noise,2,2-66637-A-20.wav,train
876,noise,2,2-66637-B-20.wav,test
877,noise,2,4-218199-H-35.wav,train
878,adult,1,5895-34615-0018.flac,train
879,adult,1,8842-302196-0011.flac,train
880,noise,2,1-49098-A-35.wav,train
881,adult,1,1919-142785-0004.flac,train
882,child,0,the_fish_is_in_the_pond.wav,val
883,adult,1,652-130726-0005.flac,train
884,adult,1,1272-141231-0015.flac,train
885,adult,1,5895-34629-0011.flac,val
886,child,0,the_fish_is_in_the_pond.wav,train
887,noise,2,1-26188-A-30.wav,train
888,noise,2,3-126391-A-27.wav,test
889,child,0,the_horse_is_behind_the_car.wav,train
890,noise,2,3-94344-A-25.wav,train
891,noise,2,5-214869-A-9.wav,train
892,adult,1,777-126732-0028.flac,val
893,noise,2,1-12654-B-15.wav,train
894,child,0,the_horse_is_next_to_the_stable.wav,train
895,adult,1,1993-147965-0006.flac,train
896,noise,2,5-243449-A-14.wav,train
897,child,0,the_fish_is_in_the_pond.wav,test
898,child,0,the_dog_is_in_front_of_the_horse.wav,val
899,adult,1,6295-244435-0006.flac,train
